0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
-0.065724089	0.056394415	0.21148474	0.009504977	0.087579512	-0.05445105	0.107056719	-0.066270136	0.101469887
0	0	0	0	0	0	0	0	0
-0.069689012	-0.200220925	0.089834376	-0.11578577	0.026000056	0.057986676	-0.314253444	-0.040448247	0.023899513
-0.027180888	0.006751333	0.030715633	0.275665482	0.19910951	-0.056889892	0.211757232	-0.070488974	0.006839952
0.187468296	0.231168905	0.070560412	-0.146741011	0.241570404	0.080594051	0.008228353	0.016571057	-0.071728744
-0.035411651	-0.069182374	0.00819451	0.046544022	-0.209509293	0.013011129	0.035787522	0.160998562	0.126643605
0.010828345	0.001118982	0.023234714	0.13729234	-0.114533587	-0.020342009	-0.110000007	-0.160193119	0.027243414
0.011836877	0.024293788	0.009335168	-0.067772627	-0.035227466	-0.019368273	-0.011453386	0.090418339	0.00568441
-0.050504203	0.001561388	-0.003737758	-0.135531878	-0.059910141	0.032192415	0.03197494	-0.153959846	0.008869609
0.194822364	-0.127187629	-0.08243301	0.132558738	0.25064317	0.037329233	-0.08602962	-0.120475799	0.237649712
0.015820708	-0.048852838	-0.054317865	0.00438889	0.10434149	0.014919799	-0.046677752	0.046454016	0.062565549
0.046930397	-0.115612472	0.005861032	-0.027949383	-0.06825046	-0.028219924	-0.148602334	0.033794436	0.009121616
-0.024743872	0.008660878	0.022008126	-0.061311265	-0.066077361	0.042380291	-0.001843204	-0.022982939	0.023849128
0.012898888	-0.026275817	-0.024550626	-0.060659031	0.098283154	0.032785931	-0.023507853	0.006722905	-0.026739524
-0.015314471	0.017553011	0.024308553	-0.023597135	-0.0014919	-0.018919622	0.041373674	0.042445043	0.056160093
0.010354038	-0.027857502	-0.009165472	-0.0202938	-0.034936142	0.00176177	-0.00361568	-0.002154067	-0.000195697
0.008108769	-0.036630916	-0.013347138	-0.04660497	-0.044330255	0.009011675	-0.054387948	-0.00162382	-0.028427982
-0.042758534	-0.025636521	0.014046047	0.031391451	0.017540589	-0.050204443	-0.024817538	-0.019849531	-0.028685516
-0.001148371	-0.034900026	0.005091814	0.035876246	-0.033938247	0.051523992	0.016949834	0.016696841	0.016937376
0.005853942	-0.000687214	-0.001955563	0.071654383	-0.022206795	0.013715838	-0.00304518	-0.025165713	-0.011593995
0.003445886	-0.033499597	-0.010930101	0.028480389	-0.000516667	-0.058179689	-0.007102255	-0.004456963	0.021218016
-0.015910035	-0.067782743	-0.018090203	-0.086307254	-0.014885961	-0.039306117	-0.096643959	-0.020036154	-0.040086143
0.000221001	-0.057786434	-0.005745391	0.123632966	0.044266792	-0.00495441	-0.048447008	-0.005325666	-0.014946287
-0.005342123	-0.084014197	-0.051756005	-0.145118054	-0.003467434	0.00021758	-0.150183102	0.006163549	0.006782529
-0.006887961	-0.055878566	-0.041826125	0.04743685	0.072742349	-0.021963564	-0.064751195	-0.006419317	0.015654581
0.006043454	0.023379942	-0.007688603	-0.01830175	0.06075716	0.011739324	0.013625157	0.020955123	0.013538934
0.012769112	-0.023015276	-0.001049468	0.09137103	-0.014899368	-0.016118642	-0.001793338	0.001027205	-0.006905844
0.00695316	-0.002641804	0.001040676	0.006811764	0.017483384	-0.004463379	0.002722332	0.006845735	0.013571642
-0.009269182	0.002636861	0.005189394	0.063094709	-0.030912341	0.088902233	-0.01150549	-0.019953175	-0.014766303
-0.00519182	-0.04052657	-0.007549083	-0.042417696	-0.011520018	-0.038346581	-0.027505838	-0.011344843	0.00194287
-0.007765541	-0.019081156	0.001153365	0.010344778	0.002220093	0.039718479	-0.01194291	-0.004942592	0.008534365
0.006211078	-0.03741684	-0.007648382	-0.038638492	0.008547821	0.031485172	-0.015149764	-0.002498861	-0.007743976
0.006366497	-0.028100315	-0.004812273	-0.041502938	-0.014008982	-0.026665633	-0.019264463	-0.022238557	-0.004942411
0.023486511	0.033916217	0.017845461	0.024696419	0.029833704	0.004905946	0.050017283	0.010523675	0.006241258
-0.004200479	-0.027591708	0.006065688	-0.03086145	-0.066345783	-0.003383791	-0.021959679	-0.014447912	-0.015512574
0.001623644	0.010084103	0.002768072	-0.016786415	0.011448253	-0.008476529	0.015169856	0.003391611	0.007136736
0.004647109	-0.017397613	-0.009316485	-0.011236465	-0.001223539	0.004742541	-0.022596789	0.008032407	-0.00256375
0.003603962	-0.045518029	-0.011981443	-0.063455118	0.002678233	0.063901325	-0.052918238	-0.007096077	-0.007699835
-0.006037692	-0.030185925	-0.011247446	0.045188547	0.017880618	-0.089758719	-0.036442958	0.012240426	-0.008248689
0.001062545	-0.06097972	-0.006031943	-0.057885473	0.007136954	0.049845644	-0.069578119	-0.025221314	-0.010287415
-0.010753326	-0.040490522	0.007994381	0.061640456	0.013972714	0.013394501	-0.046883496	0.002823544	-0.001107087
-0.004558951	-0.051107775	-0.039362278	-0.094593004	-0.027771689	0.017660646	-0.078628664	-0.026274715	0.020537775
-0.005339754	0.00904593	0	0	-0.038203365	-0.025886488	0.015750295	-0.003517999	0.009477494
0.000900902	-0.011325085	0	0	0.016490535	0.016045065	-0.002036076	-0.010883246	-0.007605293
-0.011632554	0.003228439	0	0	0.006415624	0.002809952	0.020964235	0.002918136	0.005195675
0.008056583	0.001529769	0	0	-0.003740411	0.00276331	-0.003108492	-0.003288549	-0.005971037
-0.005965308	0.013907289	0	0	0.005179555	-0.074052545	0.009014626	0.005876113	0.004064386
-0.003993365	-0.023348267	0	0	-0.009259408	0.030312014	-0.01548818	0.00236533	0.003484123
-0.000876663	-0.01671065	0	0	0.015185715	-0.039106101	-0.012725257	0.000998928	0.006305213
-0.000859896	-0.007364785	0	0	0.00101749	0.003554125	-0.012921304	-0.005892742	0.012691596
-0.010004688	-0.0128682	0	0	0.006908254	-0.003201781	0.000688025	0.001337472	0.007522245
-0.02148937	-0.038452302	0	0	-0.006945795	0.029492537	-0.011993092	-0.00641186	0.004147902
-0.002974532	-0.028120672	0	0	-0.043754847	-0.018942519	-0.005322386	0.001238337	-0.007268828
-0.00112991	-0.002924655	0	0	0.011785464	0.021075356	0.012405945	-0.002644665	-0.001328267
0.001305942	-0.013506852	0	0	-0.032101875	-0.019035561	0.002300995	0.005590565	0.011653015
0.001410112	-0.012129767	0	0	-0.004518909	0.001654417	0.001419287	-0.001399029	-0.001533629
-0.004606098	-0.023160042	0	0	-0.000633334	0.011992154	-0.009499128	-0.00221203	-0.004334668
0.018342922	-0.001148647	0	0	0.00646448	-0.026630677	-0.021486189	0.012245561	0.006694568
-0.008707589	-0.010052349	0	0	0.000719441	0.058195269	-0.00679105	-0.006091588	0.003311163
0.016118334	-0.025442163	0	0	0.006255856	-0.037903852	-0.027967647	0.008041549	-0.000201707
-0.006064505	-0.024526383	0	0	-0.008621584	-0.002628509	-0.026331468	-0.00309052	-0.003207016
0.027541011	-0.025580147	0	0	0.013273893	0.004979609	-0.038026675	0.012123365	-0.003869095
-0.003010583	-0.01944343	0	0	0.014959999	0.014274031	-0.023128954	-0.013193719	0.012301592
